"ph","Hardness","Solids","Chloramines","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
0.0458003475529889,0.539661797776163,0.204394694615075,-2.03188855371338,1.0058664225653,0.349493056369341,-1.18811488662026,1.55848166274947,"No Potable"
-1.92824077701882,0.21522884174059,2.35271303258521,0.903902193372093,0.96652755253371,-0.161194000568148,-1.23310885210969,0.27260466649037,"No Potable"
-0.137221350848341,-0.676594012646401,0.249835002091876,-1.01297051699699,0.722965991788939,-0.850140592035131,-0.0652258947970394,-0.183437680153344,"No Potable"
-0.310665450599045,1.40914444660061,-1.45081225099608,0.112350506938363,0.182399210244935,-0.079936017244609,0.282013228294385,-1.16038866233492,"No Potable"
-2.12339372234997,1.6039522737388,0.189661297256188,0.353857680562727,0.0196247644555045,1.84707682949443,-1.71328547506828,-1.598971680034,"No Potable"
0.0346521917712578,-0.394313654044647,-0.580895238655768,-0.372346008678383,-0.77191772598083,-1.25520145632187,-1.48424783926914,-1.04439804657553,"No Potable"
1.14782819297411,-0.0648399046028082,-0.996150437465572,-0.989519331710992,-1.34846281765721,0.859240427679948,-0.304453719353358,0.510209742013312,"No Potable"
0.390354575676226,0.458260276993417,-1.04897334798075,1.34484532389958,2.14562038014732,-1.13476504748312,1.52819405968968,0.980205708559871,"No Potable"
-1.37303110013341,-1.07183496501329,-0.973359276627231,0.685423440743924,1.35767808394146,0.019586802812655,0.313804468316355,0.294087777944142,"No Potable"
-2.04346603413966,0.470858551768727,-0.838358205825972,0.273979339256253,-0.678742635627781,2.26216962157423,-1.88756397195111,-1.05459053850089,"No Potable"
-0.0743445076069621,0.810861224910124,0.403253501104611,0.163499991108351,2.7503427381326,0.938277926025827,-1.7054024158335,0.499657880123387,"No Potable"
-0.468278597001754,-1.20001301551464,-0.100265021276023,0.094514196768839,-0.930199080882181,-0.0824022234040205,-0.120589178873144,0.788683503525808,"No Potable"
-0.183666839126539,0.943266576747914,-0.86332140206317,0.853784225802846,-0.809329054273787,1.54692876477648,-1.60923628226845,1.09654400762121,"No Potable"
1.03297631326147,1.28482029376233,0.524706597792957,0.979713632835355,-0.703403850719856,-0.766224315262243,1.53563831254502,-0.929281766839518,"No Potable"
-1.36473574532486,0.0289460681950374,1.9102664894251,1.28116036285857,-0.850130343285725,-0.352758923339117,-0.277554075750204,-2.14549208969449,"No Potable"
-0.868448503650493,-0.282727439173085,-1.12613099038973,0.737647595595043,1.88155765634336,0.0200550392093963,-0.426323063428705,-0.79733699150951,"No Potable"
-1.99486431974239,0.957919243472453,0.260017473633848,-0.0794980606667399,-1.65846960078304,1.54456340585211,-0.282424321631492,0.789183745180829,"No Potable"
-0.552188992470966,-0.825215626967339,0.0765038739112498,-1.42834233326628,1.53221493705821,0.824420160821338,-0.916981094736736,-0.0935618217801302,"No Potable"
-0.066066042421499,-0.983758219785474,-0.499036851483488,-0.410332668100083,0.829540640764981,-0.794729996290935,-1.08951934409553,0.00338997139895719,"No Potable"
-0.349566155403729,-0.158469040324809,0.14132912681128,0.00381273999802924,-0.754865916725518,-0.487887971253326,0.167483688118533,0.0661276418119219,"No Potable"
0.00851133334437404,0.341924412612575,0.0835128130638819,-0.534066688394285,-1.59988985199633,0.851724904968842,0.287626984733074,1.20747827582467,"No Potable"
0.0231593587495087,0.238966994833785,-0.158593944970396,-0.0234803232194381,-0.8941378967275,0.664918970529203,-0.576420202950801,-0.246189733285499,"No Potable"
-1.02059999629961,0.0210582074996126,-1.04652389949415,1.35726930169051,-0.878635513961528,-0.462751724895718,0.049283700903746,-0.318910610218677,"No Potable"
0.198808368259901,1.02115904520896,0.77151930863319,1.00621607929807,0.142228195882022,-0.715488354618505,0.754007076803366,-0.208888692528324,"No Potable"
-0.401200189330508,1.25585322265149,-0.370806477524849,-0.968593273169524,-2.3707643888315,-0.83113526352684,-0.595387057744553,-0.265753050972799,"No Potable"
-0.0741376547859661,0.685724792394299,1.38370920725992,1.17468915722321,0.160141754279935,1.31414173164669,0.343081332729553,-0.88931633345412,"No Potable"
-0.359903073624576,0.0741495572717909,-0.0842066580151864,0.980343687031473,-0.15681578872488,0.184214371261412,0.832485998819981,1.58059202209117,"No Potable"
-0.0398432573138206,0.561886596597382,-1.07159427314524,-0.0212305555164335,-1.32270489534338,0.345795899165696,1.62542761957844,1.33082811536334,"No Potable"
-0.069012697568208,0.293209137675715,0.0851527078655835,-0.760510913946768,0.196857074602471,-0.234074611444565,0.717153958725346,1.23551325959919,"No Potable"
1.54799248709431,0.128820767570567,-0.219799365368786,-0.0301162748868953,-1.12233891235108,0.70972107112704,0.305416299942703,-1.2068441024916,"No Potable"
1.52671363168952,-0.0375687570016168,-0.231106477489428,0.216744995385141,-0.539586851984778,0.0205746453528121,0.737368434430864,0.481867909390889,"No Potable"
-0.766714309965975,0.347729263712611,0.0341865348627759,-0.335317359157035,0.493104738922575,0.165478630620395,0.70748373935942,0.925374383493512,"No Potable"
2.07820237929385,0.111920403388231,-1.53582882123653,1.71177905856603,0.594925196459493,-0.0409069681947929,-0.135594150092521,-0.498702897413835,"No Potable"
-1.06028582639001,0.391678110734886,-1.62811272801696,0.34458607424903,-0.0532927481334293,0.623773587133149,1.09230785213209,0.624804824127396,"No Potable"
0.750490999072707,-0.0163713753647587,-0.445268767707551,0.18781910230846,-0.704466179156978,0.818733464938557,0.684962773003295,-1.78209333316369,"No Potable"
0.967934267172061,0.691637720838588,-1.39826494218751,-0.0390116497318836,-0.491491284882339,0.380340646354137,-0.557573132520489,-0.165939952692161,"No Potable"
-0.313337573041105,0.13369796681348,2.15117848724144,-0.232372835011536,-1.77296449172189,0.188853104609245,-0.461814027225207,0.0533157383804275,"No Potable"
-0.743552355681918,-0.563401110004967,0.617436095312779,1.10620702622167,-0.498104371867292,-0.106756933806801,-0.354760356624735,1.07674018281347,"No Potable"
0.943547937958265,-0.666764951096713,-1.78418917302604,-0.0542074567664786,-0.27721880181289,0.554292610618733,-0.876163691232086,-0.987783642389482,"No Potable"
-0.490873706583233,0.75221588130431,0.0543540545387545,0.0172728147344342,-0.93162781039278,1.68592952999979,-0.279306753535763,0.835536325221129,"No Potable"
0.379021294484491,1.03824438677703,-1.68823449575668,0.549079664303674,0.831366160150965,-0.0173855726632414,0.475758384377477,0.272003794106521,"No Potable"
-0.0760764711667319,-0.0789797448090751,0.630389916099582,1.9409359803456,-1.52742884997192,0.483762448961857,0.723162272428704,-2.01230368634664,"No Potable"
-1.86009448001723,-2.44322709773823,-0.559475335377805,0.968459648458424,-0.810665459792225,-1.95019590029267,0.284921870315175,0.461778156628803,"No Potable"
0.635481575149605,0.141519083843778,0.522353269197234,-0.254140377093251,0.0779270475119736,-0.149141461982336,-2.07980746185564,0.516436463168751,"No Potable"
-0.0735946226982832,0.294502067400302,-0.316416747354451,0.10144406836085,0.413118598685025,1.09739155073519,-0.955664213963137,-1.19881741806546,"No Potable"
-0.240593160236622,-0.433968521955717,0.27346960925877,-0.0738307293166937,0.666012065623747,1.75471732380235,-0.767632054726918,0.329251068226181,"No Potable"
-0.809728763502811,0.16959052133174,-0.764287508236425,-0.168488524334737,-1.79888597150843,1.67112907657673,-0.676738965595786,0.587323900824535,"No Potable"
0.561295249443258,-0.689854460056447,0.565754378786009,-0.679423625419469,-0.970891371385247,-0.161578944231941,0.566293009166989,-0.987331271821013,"No Potable"
0.401508574059995,0.214249484142738,1.59924848267919,0.353640106889697,-0.0117861360391497,1.15055579333689,1.85678970087627,0.258299227322064,"No Potable"
-0.398616934679729,0.523310890480234,-0.152573163575209,0.835093335616565,-1.09326723532308,-1.99832776259834,0.656891853137303,-0.935297856394393,"No Potable"
-1.71279214374984,-0.234710164358699,0.876736291009647,0.628880873687853,0.377493489365555,0.622144755636199,-1.21379610682126,0.874228277512462,"No Potable"
-1.73384147459408,-1.02015596352702,0.342709302657147,-0.477006394454991,0.849231857816386,0.00190855951022638,1.13834759462574,0.428371695785072,"No Potable"
-1.14392207080605,-0.768773545387839,-0.177305717436174,-0.145851492077925,-0.889880716815488,0.639196813967503,-0.191549142307347,0.0155183577169551,"No Potable"
0.995734696100098,-0.696537465277798,-0.186449669458901,-0.945418439195956,0.418787823332387,0.602916261641459,1.45446536906468,1.47712593175214,"No Potable"
0.140903468329578,2.39327716858288,-0.848257121696123,0.62170261336432,-0.128039406047091,0.747692589954835,0.159014185438812,-0.346707768193136,"No Potable"
0.000890296129705749,-0.219704670826302,-2.0369100906372,-2.22765148981331,-0.310658547211952,-0.392994113340794,-0.151773888475884,-0.704793093154182,"No Potable"
0.521157013198749,-0.18054572506887,-0.633413604446483,-1.06086233602832,-1.63625555823437,1.01920544001726,0.991071887462341,-0.102737636373592,"No Potable"
0.0713306312732799,-0.152428867311187,-0.915582351039775,-0.403261519997549,-0.0240652071473666,-0.734951979121929,-0.0351483433067896,0.25682548398402,"No Potable"
-0.870816543347152,-2.44441657342803,1.30172666224872,-0.048003685757615,0.974554396294908,-1.60105129534337,-1.12428741401406,0.244269762373525,"No Potable"
-1.12839405188833,0.725061399860979,2.03060507090319,1.3368874324791,-0.404008602784637,-1.12235684060604,-0.466628495084921,-0.0619223189181273,"No Potable"
-0.766159795140743,-0.310316654767085,-0.350758428562822,0.868206577454256,0.015732146104431,-0.300067573187389,-0.876432447983591,-0.304869843519897,"No Potable"
0.952639547563527,2.25028182909001,-0.710743458977186,-0.770073640125491,3.06342947072696,1.78359552281562,-0.703668811551956,-0.509533003426254,"No Potable"
